year,month,circle,type_of_connection,service_provider,value,notes
2015,December,Tamil Nadu (including Chennai),wireless,Vodafone,15235488,
2015,December,Uttar Pradesh (East),wireless,Vodafone,18254718,
2015,December,Uttar Pradesh (West),wireless,Vodafone,11193594,
2015,December,West Bengal,wireless,Vodafone,16693537,
2015,December,All India,wireless,Vodafone,193600085,
2015,December,Andhra Pradesh,wireless,Tata Teleservices,5190400,
2015,December,Assam,wireless,Tata Teleservices,,
2015,December,Bihar,wireless,Tata Teleservices,1750461,
2015,December,Delhi,wireless,Tata Teleservices,2510720,
2015,December,Gujarat,wireless,Tata Teleservices,2783751,
2015,December,Haryana,wireless,Tata Teleservices,2719041,
2015,December,Himachal Pradesh,wireless,Tata Teleservices,78805,
2015,December,Jammu and Kashmir,wireless,Tata Teleservices,,
2015,December,Karnataka,wireless,Tata Teleservices,7202926,
2015,December,Kerala,wireless,Tata Teleservices,1536248,
2015,December,Kolkata,wireless,Tata Teleservices,2770301,
2015,December,Madhya Pradesh,wireless,Tata Teleservices,4706441,
2015,December,Maharashtra,wireless,Tata Teleservices,6341532,
2015,December,Mumbai,wireless,Tata Teleservices,3361565,
2015,December,North East,wireless,Tata Teleservices,,
2015,December,Odisha,wireless,Tata Teleservices,2257596,
2015,December,Punjab,wireless,Tata Teleservices,2625153,
2015,December,Rajasthan,wireless,Tata Teleservices,1584001,
2015,December,Tamil Nadu (including Chennai),wireless,Tata Teleservices,5198817,
2015,December,Uttar Pradesh (East),wireless,Tata Teleservices,4155534,
2015,December,Uttar Pradesh (West),wireless,Tata Teleservices,3464897,
2015,December,West Bengal,wireless,Tata Teleservices,489667,
2015,December,All India,wireless,Tata Teleservices,60727856,
2015,December,Andhra Pradesh,wireless,Idea,15298893,
2015,December,Assam,wireless,Idea,1063049,
2015,December,Bihar,wireless,Idea,10859315,
2015,December,Delhi,wireless,Idea,6211520,
2015,December,Gujarat,wireless,Idea,11990608,
2015,December,Haryana,wireless,Idea,4589375,
2015,December,Himachal Pradesh,wireless,Idea,783552,
2015,December,Jammu and Kashmir,wireless,Idea,602415,
2015,December,Karnataka,wireless,Idea,8620705,
2015,December,Kerala,wireless,Idea,10264554,
2015,December,Kolkata,wireless,Idea,2123788,
2015,December,Madhya Pradesh,wireless,Idea,20568936,
2015,December,Maharashtra,wireless,Idea,23036628,
2015,December,Mumbai,wireless,Idea,4254544,
2015,December,North East,wireless,Idea,485744,
2015,December,Odisha,wireless,Idea,1607740,
2015,December,Punjab,wireless,Idea,6357576,
2015,December,Rajasthan,wireless,Idea,7752344,
2015,December,Tamil Nadu (including Chennai),wireless,Idea,5934165,
2015,December,Uttar Pradesh (East),wireless,Idea,10377719,
2015,December,Uttar Pradesh (West),wireless,Idea,13873955,
2015,December,West Bengal,wireless,Idea,5255483,
2015,December,All India,wireless,Idea,171912608,
2015,December,Andhra Pradesh,wireless,Aircel,2814331,
2015,December,Assam,wireless,Aircel,4853001,
2015,December,Bihar,wireless,Aircel,6854934,
2015,December,Delhi,wireless,Aircel,6104002,
2015,December,Gujarat,wireless,Aircel,17063,
2015,December,Haryana,wireless,Aircel,3092,
2015,December,Himachal Pradesh,wireless,Aircel,1058139,
2015,December,Jammu and Kashmir,wireless,Aircel,2539460,
2015,December,Karnataka,wireless,Aircel,3031064,
2015,December,Kerala,wireless,Aircel,206848,
2015,December,Kolkata,wireless,Aircel,4042132,
2015,December,Madhya Pradesh,wireless,Aircel,20694,
2015,December,Maharashtra,wireless,Aircel,2487523,
2015,December,Mumbai,wireless,Aircel,2839599,
2015,December,North East,wireless,Aircel,3090064,
2015,December,Odisha,wireless,Aircel,4445162,
2015,December,Punjab,wireless,Aircel,1038960,
2015,December,Rajasthan,wireless,Aircel,6461780,
2015,December,Tamil Nadu (including Chennai),wireless,Aircel,21315077,
2015,December,Uttar Pradesh (East),wireless,Aircel,6689790,
2015,December,Uttar Pradesh (West),wireless,Aircel,569880,
2015,December,West Bengal,wireless,Aircel,5149654,
2015,December,All India,wireless,Aircel,85632249,
2015,December,Andhra Pradesh,wireless,BSNL,9566617,
2015,December,Assam,wireless,BSNL,1282155,
2015,December,Bihar,wireless,BSNL,2805456,
2015,December,Delhi,wireless,BSNL,,
2015,December,Gujarat,wireless,BSNL,3347254,
2015,December,Haryana,wireless,BSNL,3036386,
2015,December,Himachal Pradesh,wireless,BSNL,1541807,
2015,December,Jammu and Kashmir,wireless,BSNL,1252820,
2015,December,Karnataka,wireless,BSNL,7096324,
2015,December,Kerala,wireless,BSNL,7216834,
2015,December,Kolkata,wireless,BSNL,764457,
2015,December,Madhya Pradesh,wireless,BSNL,4036568,
2015,December,Maharashtra,wireless,BSNL,5434745,
2015,December,Mumbai,wireless,BSNL,,
2015,December,North East,wireless,BSNL,1460866,
2015,December,Odisha,wireless,BSNL,3877395,
2015,December,Punjab,wireless,BSNL,3359239,
2015,December,Rajasthan,wireless,BSNL,3577314,
2015,December,Tamil Nadu (including Chennai),wireless,BSNL,8721260,
2015,December,Uttar Pradesh (East),wireless,BSNL,8292668,
2015,December,Uttar Pradesh (West),wireless,BSNL,3924626,
2015,December,West Bengal,wireless,BSNL,1912849,
2015,December,All India,wireless,BSNL,82507640,
2015,December,Andhra Pradesh,wireless,MTNL,,
2015,December,Assam,wireless,MTNL,,
2015,December,Bihar,wireless,MTNL,,
2015,December,Delhi,wireless,MTNL,2339769,
2015,December,Gujarat,wireless,MTNL,,
2015,December,Haryana,wireless,MTNL,,
2015,December,Himachal Pradesh,wireless,MTNL,,
2015,December,Jammu and Kashmir,wireless,MTNL,,
2015,December,Karnataka,wireless,MTNL,,
2015,December,Kerala,wireless,MTNL,,
2015,December,Kolkata,wireless,MTNL,,
2015,December,Madhya Pradesh,wireless,MTNL,,
2015,December,Maharashtra,wireless,MTNL,,
2015,December,Mumbai,wireless,MTNL,1274670,
2015,December,North East,wireless,MTNL,,
2015,December,Odisha,wireless,MTNL,,
2015,December,Punjab,wireless,MTNL,,
2015,December,Rajasthan,wireless,MTNL,,
2015,December,Tamil Nadu (including Chennai),wireless,MTNL,,
2015,December,Uttar Pradesh (East),wireless,MTNL,,
2015,December,Uttar Pradesh (West),wireless,MTNL,,
2015,December,West Bengal,wireless,MTNL,,
2015,December,All India,wireless,MTNL,3614439,
2015,December,Andhra Pradesh,wireless,Telenor,5882383,
2015,December,Assam,wireless,Telenor,,
2015,December,Bihar,wireless,Telenor,8281332,
2015,December,Delhi,wireless,Telenor,,
2015,December,Gujarat,wireless,Telenor,8130404,
2015,December,Haryana,wireless,Telenor,,
2015,December,Himachal Pradesh,wireless,Telenor,,
2015,December,Jammu and Kashmir,wireless,Telenor,,
2015,December,Karnataka,wireless,Telenor,,
2015,December,Kerala,wireless,Telenor,,
2015,December,Kolkata,wireless,Telenor,,
2015,December,Madhya Pradesh,wireless,Telenor,,
2015,December,Maharashtra,wireless,Telenor,7933145,
2015,December,Mumbai,wireless,Telenor,,
2015,December,North East,wireless,Telenor,,
2015,December,Odisha,wireless,Telenor,,
2015,December,Punjab,wireless,Telenor,,
2015,December,Rajasthan,wireless,Telenor,,
2015,December,Tamil Nadu (including Chennai),wireless,Telenor,,
2015,December,Uttar Pradesh (East),wireless,Telenor,12017737,
2015,December,Uttar Pradesh (West),wireless,Telenor,8457395,
2015,December,West Bengal,wireless,Telenor,,
2015,December,All India,wireless,Telenor,50702396,
2015,December,Andhra Pradesh,wireless,Sistema,,
2015,December,Assam,wireless,Sistema,,
2015,December,Bihar,wireless,Sistema,,
2015,December,Delhi,wireless,Sistema,953352,
2015,December,Gujarat,wireless,Sistema,212206,
2015,December,Haryana,wireless,Sistema,,
2015,December,Himachal Pradesh,wireless,Sistema,,
2015,December,Jammu and Kashmir,wireless,Sistema,,
2015,December,Karnataka,wireless,Sistema,1256837,
2015,December,Kerala,wireless,Sistema,366013,
2015,December,Kolkata,wireless,Sistema,562909,
2015,December,Madhya Pradesh,wireless,Sistema,,
2015,December,Maharashtra,wireless,Sistema,,
2015,December,Mumbai,wireless,Sistema,,
2015,December,North East,wireless,Sistema,,
2015,December,Odisha,wireless,Sistema,,
2015,December,Punjab,wireless,Sistema,,
2015,December,Rajasthan,wireless,Sistema,2172906,
2015,December,Tamil Nadu (including Chennai),wireless,Sistema,773356,
2015,December,Uttar Pradesh (East),wireless,Sistema,,
2015,December,Uttar Pradesh (West),wireless,Sistema,159495,
2015,December,West Bengal,wireless,Sistema,1549740,
2015,December,All India,wireless,Sistema,8006814,
2015,December,Andhra Pradesh,wireless,Videocon,,
2015,December,Assam,wireless,Videocon,,
2015,December,Bihar,wireless,Videocon,21352,
2015,December,Delhi,wireless,Videocon,,
2015,December,Gujarat,wireless,Videocon,1299648,
2015,December,Haryana,wireless,Videocon,2168579,
2015,December,Himachal Pradesh,wireless,Videocon,,
2015,December,Jammu and Kashmir,wireless,Videocon,,
2015,December,Karnataka,wireless,Videocon,,
2015,December,Kerala,wireless,Videocon,,
2015,December,Kolkata,wireless,Videocon,,
2015,December,Madhya Pradesh,wireless,Videocon,3430269,
2015,December,Maharashtra,wireless,Videocon,,
2015,December,Mumbai,wireless,Videocon,,
2015,December,North East,wireless,Videocon,,
2015,December,Odisha,wireless,Videocon,,
2015,December,Punjab,wireless,Videocon,,
2015,December,Rajasthan,wireless,Videocon,,
2015,December,Tamil Nadu (including Chennai),wireless,Videocon,,
2015,December,Uttar Pradesh (East),wireless,Videocon,15417,
2015,December,Uttar Pradesh (West),wireless,Videocon,22913,
2015,December,West Bengal,wireless,Videocon,,
2015,December,All India,wireless,Videocon,6958178,
2015,December,Andhra Pradesh,wireless,Quadrant,,
2015,December,Assam,wireless,Quadrant,,
2015,December,Bihar,wireless,Quadrant,,
2015,December,Delhi,wireless,Quadrant,,
2015,December,Gujarat,wireless,Quadrant,,
2015,December,Haryana,wireless,Quadrant,,
2015,December,Himachal Pradesh,wireless,Quadrant,,
2015,December,Jammu and Kashmir,wireless,Quadrant,,
2015,December,Karnataka,wireless,Quadrant,,
2015,December,Kerala,wireless,Quadrant,,
2015,December,Kolkata,wireless,Quadrant,,
2015,December,Madhya Pradesh,wireless,Quadrant,,
2015,December,Maharashtra,wireless,Quadrant,,
2015,December,Mumbai,wireless,Quadrant,,
2015,December,North East,wireless,Quadrant,,
2015,December,Odisha,wireless,Quadrant,,
2015,December,Punjab,wireless,Quadrant,3047100,
2015,December,Rajasthan,wireless,Quadrant,,
2015,December,Tamil Nadu (including Chennai),wireless,Quadrant,,
2015,December,Uttar Pradesh (East),wireless,Quadrant,,
2015,December,Uttar Pradesh (West),wireless,Quadrant,,
2015,December,West Bengal,wireless,Quadrant,,
2015,December,All India,wireless,Quadrant,3047100,
2015,November,Andhra Pradesh,wireless,Bharti Airtel,23149685,
2015,November,Assam,wireless,Bharti Airtel,5461502,
2015,November,Bihar,wireless,Bharti Airtel,26705294,
2015,November,Delhi,wireless,Bharti Airtel,11176180,
2015,November,Gujarat,wireless,Bharti Airtel,8023153,
2015,November,Haryana,wireless,Bharti Airtel,2844931,
2015,November,Himachal Pradesh,wireless,Bharti Airtel,2722169,
2015,November,Jammu and Kashmir,wireless,Bharti Airtel,3352447,
2015,November,Karnataka,wireless,Bharti Airtel,20844180,
2015,November,Kerala,wireless,Bharti Airtel,4238983,
2015,November,Kolkata,wireless,Bharti Airtel,4347411,
2015,November,Madhya Pradesh,wireless,Bharti Airtel,12101424,
2015,November,Maharashtra,wireless,Bharti Airtel,12594430,
2015,November,Mumbai,wireless,Bharti Airtel,5564650,
2015,November,North East,wireless,Bharti Airtel,3653273,
2015,November,Odisha,wireless,Bharti Airtel,9487785,
2015,November,Punjab,wireless,Bharti Airtel,7934181,
2015,November,Rajasthan,wireless,Bharti Airtel,18874200,
2015,November,Tamil Nadu (including Chennai),wireless,Bharti Airtel,16639180,
2015,November,Uttar Pradesh (East),wireless,Bharti Airtel,19711807,
2015,November,Uttar Pradesh (West),wireless,Bharti Airtel,7858170,
2015,November,West Bengal,wireless,Bharti Airtel,13493914,
2015,November,All India,wireless,Bharti Airtel,240778949,
2015,November,Andhra Pradesh,wireless,Reliance Communications,5237082,
2015,November,Assam,wireless,Reliance Communications,2001270,
2015,November,Bihar,wireless,Reliance Communications,8007129,
2015,November,Delhi,wireless,Reliance Communications,8075433,
2015,November,Gujarat,wireless,Reliance Communications,5060225,
2015,November,Haryana,wireless,Reliance Communications,2032884,
2015,November,Himachal Pradesh,wireless,Reliance Communications,1703220,
2015,November,Jammu and Kashmir,wireless,Reliance Communications,830323,
2015,November,Karnataka,wireless,Reliance Communications,5535821,
2015,November,Kerala,wireless,Reliance Communications,2101320,
2015,November,Kolkata,wireless,Reliance Communications,4346493,
2015,November,Madhya Pradesh,wireless,Reliance Communications,12116316,
2015,November,Maharashtra,wireless,Reliance Communications,5183011,
2015,November,Mumbai,wireless,Reliance Communications,5472193,
2015,November,North East,wireless,Reliance Communications,609033,
2015,November,Odisha,wireless,Reliance Communications,3112669,
2015,November,Punjab,wireless,Reliance Communications,1638636,
2015,November,Rajasthan,wireless,Reliance Communications,6557774,
2015,November,Tamil Nadu (including Chennai),wireless,Reliance Communications,6575002,
2015,November,Uttar Pradesh (East),wireless,Reliance Communications,8713655,
2015,November,Uttar Pradesh (West),wireless,Reliance Communications,5502584,
2015,November,West Bengal,wireless,Reliance Communications,6403834,
2015,November,All India,wireless,Reliance Communications,106815907,
2015,November,Andhra Pradesh,wireless,Vodafone,7129102,
2015,November,Assam,wireless,Vodafone,3361391,
2015,November,Bihar,wireless,Vodafone,9305638,
2015,November,Delhi,wireless,Vodafone,9947677,
2015,November,Gujarat,wireless,Vodafone,19079794,
2015,November,Haryana,wireless,Vodafone,5298088,
2015,November,Himachal Pradesh,wireless,Vodafone,694399,
2015,November,Jammu and Kashmir,wireless,Vodafone,1038625,
2015,November,Karnataka,wireless,Vodafone,7644412,
2015,November,Kerala,wireless,Vodafone,7465045,
2015,November,Kolkata,wireless,Vodafone,5188999,
2015,November,Madhya Pradesh,wireless,Vodafone,6731499,
2015,November,Maharashtra,wireless,Vodafone,18177839,
2015,November,Mumbai,wireless,Vodafone,8609094,
2015,November,North East,wireless,Vodafone,1463784,
2015,November,Odisha,wireless,Vodafone,3751204,
2015,November,Punjab,wireless,Vodafone,5076497,
2015,November,Rajasthan,wireless,Vodafone,11620969,
2015,November,Tamil Nadu (including Chennai),wireless,Vodafone,15187412,
2015,November,Uttar Pradesh (East),wireless,Vodafone,17956485,
2015,November,Uttar Pradesh (West),wireless,Vodafone,11023862,
2015,November,West Bengal,wireless,Vodafone,16198212,
2015,November,All India,wireless,Vodafone,191950027,
2015,November,Andhra Pradesh,wireless,Tata Teleservices,5295933,
2015,November,Assam,wireless,Tata Teleservices,,
2015,November,Bihar,wireless,Tata Teleservices,1855948,
2015,November,Delhi,wireless,Tata Teleservices,2445849,
2015,November,Gujarat,wireless,Tata Teleservices,2678250,
2015,November,Haryana,wireless,Tata Teleservices,2679733,
2015,November,Himachal Pradesh,wireless,Tata Teleservices,74861,
2015,November,Jammu and Kashmir,wireless,Tata Teleservices,,
2015,November,Karnataka,wireless,Tata Teleservices,7128288,
2015,November,Kerala,wireless,Tata Teleservices,1521402,
2015,November,Kolkata,wireless,Tata Teleservices,2775631,
2015,November,Madhya Pradesh,wireless,Tata Teleservices,4712672,
2015,November,Maharashtra,wireless,Tata Teleservices,6366553,
2015,November,Mumbai,wireless,Tata Teleservices,3348923,
2015,November,North East,wireless,Tata Teleservices,,
2015,November,Odisha,wireless,Tata Teleservices,2258126,
2015,November,Punjab,wireless,Tata Teleservices,2575213,
2015,November,Rajasthan,wireless,Tata Teleservices,1544355,
2015,November,Tamil Nadu (including Chennai),wireless,Tata Teleservices,5308792,
2015,November,Uttar Pradesh (East),wireless,Tata Teleservices,4237204,
2015,November,Uttar Pradesh (West),wireless,Tata Teleservices,3583373,
2015,November,West Bengal,wireless,Tata Teleservices,508742,
2015,November,All India,wireless,Tata Teleservices,60899848,
2015,November,Andhra Pradesh,wireless,Idea,15339140,
2015,November,Assam,wireless,Idea,996478,
2015,November,Bihar,wireless,Idea,10629622,
2015,November,Delhi,wireless,Idea,6224531,
2015,November,Gujarat,wireless,Idea,11819787,
2015,November,Haryana,wireless,Idea,4656893,
2015,November,Himachal Pradesh,wireless,Idea,788681,
2015,November,Jammu and Kashmir,wireless,Idea,593363,
2015,November,Karnataka,wireless,Idea,8669480,
2015,November,Kerala,wireless,Idea,10191937,
2015,November,Kolkata,wireless,Idea,2049695,
2015,November,Madhya Pradesh,wireless,Idea,20443130,
2015,November,Maharashtra,wireless,Idea,23121530,
2015,November,Mumbai,wireless,Idea,4221627,
2015,November,North East,wireless,Idea,470129,
2015,November,Odisha,wireless,Idea,1504639,
2015,November,Punjab,wireless,Idea,6389209,
2015,November,Rajasthan,wireless,Idea,7688959,
2015,November,Tamil Nadu (including Chennai),wireless,Idea,5832232,
2015,November,Uttar Pradesh (East),wireless,Idea,10316455,
2015,November,Uttar Pradesh (West),wireless,Idea,13765481,
2015,November,West Bengal,wireless,Idea,4951205,
2015,November,All India,wireless,Idea,170664203,
2015,November,Andhra Pradesh,wireless,Aircel,2799910,
2015,November,Assam,wireless,Aircel,4784443,
2015,November,Bihar,wireless,Aircel,6824955,
2015,November,Delhi,wireless,Aircel,6028960,
2015,November,Gujarat,wireless,Aircel,17063,
2015,November,Haryana,wireless,Aircel,3092,
2015,November,Himachal Pradesh,wireless,Aircel,1051819,
2015,November,Jammu and Kashmir,wireless,Aircel,2547440,
2015,November,Karnataka,wireless,Aircel,2993215,
2015,November,Kerala,wireless,Aircel,176337,
2015,November,Kolkata,wireless,Aircel,4026036,
2015,November,Madhya Pradesh,wireless,Aircel,20694,
