year,month,circle,type_of_connection,service_provider,value,notes
2018,November,Kolkata,wireline,Tata,52986,
2018,November,Madhya Pradesh,wireline,Tata,15506,
2018,November,Maharashtra,wireline,Tata,292243,
2018,November,Mumbai,wireline,Tata,575432,
2018,November,Odisha,wireline,Tata,7640,
2018,November,Punjab,wireline,Tata,14116,
2018,November,Rajasthan,wireline,Tata,12506,
2018,November,Tamil Nadu,wireline,Tata,118802,
2018,November,Uttar Pradesh (East),wireline,Tata,8197,
2018,November,Uttar Pradesh (West),wireline,Tata,5584,
2018,November,West Bengal,wireline,Tata,2430,
2018,November,All India,wireline,Tata,1865054,
2018,November,Punjab,wireline,Quadrant,228611,
2018,November,All India,wireline,Quadrant,228611,
2018,November,Andhra Pradesh,wireline,Vodafone,30340,
2018,November,Assam,wireline,Vodafone,2820,
2018,November,Bihar,wireline,Vodafone,1770,
2018,November,Delhi,wireline,Vodafone,50850,
2018,November,Gujarat,wireline,Vodafone,20310,
2018,November,Haryana,wireline,Vodafone,150,
2018,November,Himachal Pradesh,wireline,Vodafone,60,
2018,November,Karnataka,wireline,Vodafone,42435,
2018,November,Kerala,wireline,Vodafone,2550,
2018,November,Kolkata,wireline,Vodafone,8280,
2018,November,Madhya Pradesh,wireline,Vodafone,930,
2018,November,Maharashtra,wireline,Vodafone,17720,
2018,November,Mumbai,wireline,Vodafone,49995,
2018,November,North East,wireline,Vodafone,270,
2018,November,Odisha,wireline,Vodafone,2100,
2018,November,Punjab,wireline,Vodafone,1590,
2018,November,Rajasthan,wireline,Vodafone,7260,
2018,November,Tamil Nadu,wireline,Vodafone,18405,
2018,November,Uttar Pradesh (East),wireline,Vodafone,11780,
2018,November,Uttar Pradesh (West),wireline,Vodafone,3900,
2018,November,West Bengal,wireline,Vodafone,120,
2018,November,All India,wireline,Vodafone,273635,
2018,May,Andhra Pradesh,wireline,BSNL,1033550,
2018,May,Assam,wireline,BSNL,129536,
2018,May,Bihar,wireline,BSNL,240644,
2018,May,Gujarat,wireline,BSNL,1014380,
2018,May,Haryana,wireline,BSNL,232078,
2018,May,Himachal Pradesh,wireline,BSNL,118228,
2018,May,Jammu and Kashmir,wireline,BSNL,112710,
2018,May,Karnataka,wireline,BSNL,1085157,
2018,May,Kerala,wireline,BSNL,1843930,
2018,May,Kolkata,wireline,BSNL,549549,
2018,May,Madhya Pradesh,wireline,BSNL,657943,
2018,May,Maharashtra,wireline,BSNL,1221477,
2018,May,North East,wireline,BSNL,108924,
2018,May,Odisha,wireline,BSNL,255725,
2018,May,Punjab,wireline,BSNL,451178,
2018,May,Rajasthan,wireline,BSNL,493477,
2018,May,Tamil Nadu,wireline,BSNL,1512800,
2018,May,Uttar Pradesh (East),wireline,BSNL,363013,
2018,May,Uttar Pradesh (West),wireline,BSNL,301491,
2018,May,West Bengal,wireline,BSNL,267111,
2018,May,All India,wireline,BSNL,11992901,
2018,May,Delhi,wireline,MTNL,1523297,
2018,May,Mumbai,wireline,MTNL,1800063,
2018,May,All India,wireline,MTNL,3323360,
2018,May,Andhra Pradesh,wireline,Bharti Airtel,168946,
2018,May,Delhi,wireline,Bharti Airtel,1331031,
2018,May,Gujarat,wireline,Bharti Airtel,81246,
2018,May,Haryana,wireline,Bharti Airtel,22124,
2018,May,Karnataka,wireline,Bharti Airtel,652351,
2018,May,Kerala,wireline,Bharti Airtel,58370,
2018,May,Kolkata,wireline,Bharti Airtel,124636,
2018,May,Madhya Pradesh,wireline,Bharti Airtel,245961,
2018,May,Maharashtra,wireline,Bharti Airtel,84546,
2018,May,Mumbai,wireline,Bharti Airtel,362267,
2018,May,Punjab,wireline,Bharti Airtel,123110,
2018,May,Rajasthan,wireline,Bharti Airtel,50735,
2018,May,Tamil Nadu,wireline,Bharti Airtel,556751,
2018,May,Uttar Pradesh (East),wireline,Bharti Airtel,63174,
2018,May,Uttar Pradesh (West),wireline,Bharti Airtel,22173,
2018,May,All India,wireline,Bharti Airtel,3947421,
2018,May,Andhra Pradesh,wireline,Reliance,52117,
2018,May,Bihar,wireline,Reliance,4520,
2018,May,Delhi,wireline,Reliance,152071,
2018,May,Gujarat,wireline,Reliance,27117,
2018,May,Haryana,wireline,Reliance,3212,
2018,May,Himachal Pradesh,wireline,Reliance,3410,
2018,May,Karnataka,wireline,Reliance,153633,
2018,May,Kerala,wireline,Reliance,21359,
2018,May,Kolkata,wireline,Reliance,45286,
2018,May,Madhya Pradesh,wireline,Reliance,12757,
2018,May,Maharashtra,wireline,Reliance,59636,
2018,May,Mumbai,wireline,Reliance,213097,
2018,May,Odisha,wireline,Reliance,2991,
2018,May,Punjab,wireline,Reliance,12567,
2018,May,Rajasthan,wireline,Reliance,25693,
2018,May,Tamil Nadu,wireline,Reliance,82982,
2018,May,Uttar Pradesh (East),wireline,Reliance,11449,
2018,May,Uttar Pradesh (West),wireline,Reliance,4914,
2018,May,West Bengal,wireline,Reliance,1797,
2018,May,All India,wireline,Reliance,890608,
2018,May,Andhra Pradesh,wireline,Tata,174483,
2018,May,Bihar,wireline,Tata,11156,
2018,May,Delhi,wireline,Tata,146247,
2018,May,Gujarat,wireline,Tata,94946,
2018,May,Haryana,wireline,Tata,37587,
2018,May,Himachal Pradesh,wireline,Tata,2370,
2018,May,Karnataka,wireline,Tata,275766,
2018,May,Kerala,wireline,Tata,18661,
2018,May,Kolkata,wireline,Tata,52063,
2018,May,Madhya Pradesh,wireline,Tata,15437,
2018,May,Maharashtra,wireline,Tata,306290,
2018,May,Mumbai,wireline,Tata,567969,
2018,May,Odisha,wireline,Tata,7888,
2018,May,Punjab,wireline,Tata,14779,
2018,May,Rajasthan,wireline,Tata,12466,
2018,May,Tamil Nadu,wireline,Tata,117164,
2018,May,Uttar Pradesh (East),wireline,Tata,12389,
2018,May,Uttar Pradesh (West),wireline,Tata,8525,
2018,May,West Bengal,wireline,Tata,2885,
2018,May,All India,wireline,Tata,1879071,
2018,May,Punjab,wireline,Quadrant,241764,
2018,May,All India,wireline,Quadrant,241764,
2018,May,Andhra Pradesh,wireline,Vodafone,29970,
2018,May,Assam,wireline,Vodafone,2730,
2018,May,Bihar,wireline,Vodafone,2130,
2018,May,Delhi,wireline,Vodafone,36960,
2018,May,Gujarat,wireline,Vodafone,13218,
2018,May,Haryana,wireline,Vodafone,120,
2018,May,Himachal Pradesh,wireline,Vodafone,30,
2018,May,Karnataka,wireline,Vodafone,37815,
2018,May,Kerala,wireline,Vodafone,2580,
2018,May,Kolkata,wireline,Vodafone,7200,
2018,May,Madhya Pradesh,wireline,Vodafone,750,
2018,May,Maharashtra,wireline,Vodafone,17343,
2018,May,Mumbai,wireline,Vodafone,39295,
2018,May,North East,wireline,Vodafone,270,
2018,May,Odisha,wireline,Vodafone,1800,
2018,May,Punjab,wireline,Vodafone,1440,
2018,May,Rajasthan,wireline,Vodafone,7170,
2018,May,Tamil Nadu,wireline,Vodafone,16730,
2018,May,Uttar Pradesh (East),wireline,Vodafone,11370,
2018,May,Uttar Pradesh (West),wireline,Vodafone,4200,
2018,May,West Bengal,wireline,Vodafone,90,
2018,May,All India,wireline,Vodafone,233211,
2018,March,Andhra Pradesh,wireline,BSNL,1054324,
2018,March,Assam,wireline,BSNL,134580,
2018,March,Bihar,wireline,BSNL,258955,
2018,March,Gujarat,wireline,BSNL,1050516,
2018,March,Haryana,wireline,BSNL,239944,
2018,March,Himachal Pradesh,wireline,BSNL,120440,
2018,March,Jammu and Kashmir,wireline,BSNL,115678,
2018,March,Karnataka,wireline,BSNL,1104785,
2018,March,Kerala,wireline,BSNL,1868937,
2018,March,Kolkata,wireline,BSNL,561941,
2018,March,Madhya Pradesh,wireline,BSNL,665705,
2018,March,Maharashtra,wireline,BSNL,1258265,
2018,March,North East,wireline,BSNL,111924,
2018,March,Odisha,wireline,BSNL,265031,
2018,March,Punjab,wireline,BSNL,467488,
2018,March,Rajasthan,wireline,BSNL,504786,
2018,March,Tamil Nadu,wireline,BSNL,1539528,
2018,March,Uttar Pradesh (East),wireline,BSNL,363772,
2018,March,Uttar Pradesh (West),wireline,BSNL,308642,
2018,March,West Bengal,wireline,BSNL,272150,
2018,March,All India,wireline,BSNL,12267391,
2018,March,Delhi,wireline,MTNL,1538377,
2018,March,Mumbai,wireline,MTNL,1808191,
2018,March,All India,wireline,MTNL,3346568,
2018,March,Andhra Pradesh,wireline,Bharti Airtel,168154,
2018,March,Delhi,wireline,Bharti Airtel,1320229,
2018,March,Gujarat,wireline,Bharti Airtel,80744,
2018,March,Haryana,wireline,Bharti Airtel,22169,
2018,March,Karnataka,wireline,Bharti Airtel,647602,
2018,March,Kerala,wireline,Bharti Airtel,58335,
2018,March,Kolkata,wireline,Bharti Airtel,123535,
2018,March,Madhya Pradesh,wireline,Bharti Airtel,254043,
2018,March,Maharashtra,wireline,Bharti Airtel,82822,
2018,March,Mumbai,wireline,Bharti Airtel,360902,
2018,March,Punjab,wireline,Bharti Airtel,121841,
2018,March,Rajasthan,wireline,Bharti Airtel,50155,
2018,March,Tamil Nadu,wireline,Bharti Airtel,555991,
2018,March,Uttar Pradesh (East),wireline,Bharti Airtel,63815,
2018,March,Uttar Pradesh (West),wireline,Bharti Airtel,22196,
2018,March,All India,wireline,Bharti Airtel,3932533,
2018,March,Andhra Pradesh,wireline,Reliance,53373,
2018,March,Bihar,wireline,Reliance,5792,
2018,March,Delhi,wireline,Reliance,156272,
2018,March,Gujarat,wireline,Reliance,29886,
2018,March,Haryana,wireline,Reliance,3239,
2018,March,Himachal Pradesh,wireline,Reliance,3650,
2018,March,Karnataka,wireline,Reliance,157210,
2018,March,Kerala,wireline,Reliance,22061,
2018,March,Kolkata,wireline,Reliance,46902,
2018,March,Madhya Pradesh,wireline,Reliance,13688,
2018,March,Maharashtra,wireline,Reliance,62322,
2018,March,Mumbai,wireline,Reliance,221476,
2018,March,Odisha,wireline,Reliance,3112,
2018,March,Punjab,wireline,Reliance,12874,
2018,March,Rajasthan,wireline,Reliance,26265,
2018,March,Tamil Nadu,wireline,Reliance,86417,
2018,March,Uttar Pradesh (East),wireline,Reliance,11735,
2018,March,Uttar Pradesh (West),wireline,Reliance,5244,
2018,March,West Bengal,wireline,Reliance,1896,
2018,March,All India,wireline,Reliance,923414,
2018,March,Andhra Pradesh,wireline,Tata,174396,
2018,March,Bihar,wireline,Tata,11426,
2018,March,Delhi,wireline,Tata,144715,
2018,March,Gujarat,wireline,Tata,94004,
2018,March,Haryana,wireline,Tata,38082,
2018,March,Himachal Pradesh,wireline,Tata,2374,
2018,March,Karnataka,wireline,Tata,272695,
2018,March,Kerala,wireline,Tata,18761,
2018,March,Kolkata,wireline,Tata,52091,
2018,March,Madhya Pradesh,wireline,Tata,15673,
2018,March,Maharashtra,wireline,Tata,309046,
2018,March,Mumbai,wireline,Tata,562828,
2018,March,Odisha,wireline,Tata,8282,
2018,March,Punjab,wireline,Tata,15524,
2018,March,Rajasthan,wireline,Tata,13391,
2018,March,Tamil Nadu,wireline,Tata,117849,
2018,March,Uttar Pradesh (East),wireline,Tata,12806,
2018,March,Uttar Pradesh (West),wireline,Tata,8905,
2018,March,West Bengal,wireline,Tata,3161,
2018,March,All India,wireline,Tata,1876009,
2018,March,Punjab,wireline,Quadrant,243820,
2018,March,All India,wireline,Quadrant,243820,
2018,March,Andhra Pradesh,wireline,Vodafone,29490,
2018,March,Assam,wireline,Vodafone,2670,
2018,March,Bihar,wireline,Vodafone,2100,
2018,March,Delhi,wireline,Vodafone,32240,
2018,March,Gujarat,wireline,Vodafone,13427,
2018,March,Haryana,wireline,Vodafone,60,
2018,March,Himachal Pradesh,wireline,Vodafone,60,
2018,March,Karnataka,wireline,Vodafone,35925,
2018,March,Kerala,wireline,Vodafone,2550,
2018,March,Kolkata,wireline,Vodafone,7050,
2018,March,Madhya Pradesh,wireline,Vodafone,660,
2018,March,Maharashtra,wireline,Vodafone,16417,
2018,March,Mumbai,wireline,Vodafone,37112,
2018,March,North East,wireline,Vodafone,210,
2018,March,Odisha,wireline,Vodafone,1650,
2018,March,Punjab,wireline,Vodafone,1560,
2018,March,Rajasthan,wireline,Vodafone,6450,
2018,March,Tamil Nadu,wireline,Vodafone,15720,
2018,March,Uttar Pradesh (East),wireline,Vodafone,11400,
2018,March,Uttar Pradesh (West),wireline,Vodafone,4170,
2018,March,West Bengal,wireline,Vodafone,60,
2018,March,All India,wireline,Vodafone,220981,
2018,June,Andhra Pradesh,wireline,BSNL,1019418,
2018,June,Assam,wireline,BSNL,128326,
2018,June,Bihar,wireline,BSNL,238514,
2018,June,Gujarat,wireline,BSNL,1012307,
2018,June,Haryana,wireline,BSNL,230890,
2018,June,Himachal Pradesh,wireline,BSNL,117566,
2018,June,Jammu and Kashmir,wireline,BSNL,111388,
2018,June,Karnataka,wireline,BSNL,1074243,
2018,June,Kerala,wireline,BSNL,1833642,
2018,June,Kolkata,wireline,BSNL,540418,
2018,June,Madhya Pradesh,wireline,BSNL,656620,
2018,June,Maharashtra,wireline,BSNL,1206056,
2018,June,North East,wireline,BSNL,108258,
2018,June,Odisha,wireline,BSNL,254203,
2018,June,Punjab,wireline,BSNL,446168,
2018,June,Rajasthan,wireline,BSNL,489358,
2018,June,Tamil Nadu,wireline,BSNL,1496764,
2018,June,Uttar Pradesh (East),wireline,BSNL,362574,
2018,June,Uttar Pradesh (West),wireline,BSNL,298803,
2018,June,West Bengal,wireline,BSNL,261949,
2018,June,All India,wireline,BSNL,11887465,
2018,June,Delhi,wireline,MTNL,1519100,
2018,June,Mumbai,wireline,MTNL,1796131,
2018,June,All India,wireline,MTNL,3315231,
2018,June,Andhra Pradesh,wireline,Bharti Airtel,169691,
2018,June,Delhi,wireline,Bharti Airtel,1336479,
2018,June,Gujarat,wireline,Bharti Airtel,81245,
2018,June,Haryana,wireline,Bharti Airtel,22178,
2018,June,Karnataka,wireline,Bharti Airtel,654011,
2018,June,Kerala,wireline,Bharti Airtel,58523,
2018,June,Kolkata,wireline,Bharti Airtel,124674,
2018,June,Madhya Pradesh,wireline,Bharti Airtel,242248,
2018,June,Maharashtra,wireline,Bharti Airtel,85434,
2018,June,Mumbai,wireline,Bharti Airtel,361994,
2018,June,Punjab,wireline,Bharti Airtel,123770,
2018,June,Rajasthan,wireline,Bharti Airtel,50709,
2018,June,Tamil Nadu,wireline,Bharti Airtel,557697,
2018,June,Uttar Pradesh (East),wireline,Bharti Airtel,64175,
2018,June,Uttar Pradesh (West),wireline,Bharti Airtel,22276,
2018,June,All India,wireline,Bharti Airtel,3955104,
2018,June,Andhra Pradesh,wireline,Reliance,51579,
2018,June,Bihar,wireline,Reliance,4582,
2018,June,Delhi,wireline,Reliance,150310,
2018,June,Gujarat,wireline,Reliance,26340,
2018,June,Haryana,wireline,Reliance,3194,
2018,June,Himachal Pradesh,wireline,Reliance,3380,
2018,June,Karnataka,wireline,Reliance,151405,
2018,June,Kerala,wireline,Reliance,21004,
2018,June,Kolkata,wireline,Reliance,44538,
2018,June,Madhya Pradesh,wireline,Reliance,12540,
2018,June,Maharashtra,wireline,Reliance,59079,
2018,June,Mumbai,wireline,Reliance,210738,
2018,June,Odisha,wireline,Reliance,2907,
2018,June,Punjab,wireline,Reliance,12422,
2018,June,Rajasthan,wireline,Reliance,26048,
2018,June,Tamil Nadu,wireline,Reliance,81038,
2018,June,Uttar Pradesh (East),wireline,Reliance,11142,
2018,June,Uttar Pradesh (West),wireline,Reliance,4852,
2018,June,West Bengal,wireline,Reliance,1769,
2018,June,All India,wireline,Reliance,878867,
2018,June,Andhra Pradesh,wireline,Tata,175726,
2018,June,Bihar,wireline,Tata,10983,
2018,June,Delhi,wireline,Tata,147112,
2018,June,Gujarat,wireline,Tata,94596,
2018,June,Haryana,wireline,Tata,37293,
2018,June,Himachal Pradesh,wireline,Tata,2010,
2018,June,Karnataka,wireline,Tata,275845,
2018,June,Kerala,wireline,Tata,18776,
2018,June,Kolkata,wireline,Tata,52669,
2018,June,Madhya Pradesh,wireline,Tata,15510,
2018,June,Maharashtra,wireline,Tata,300860,
2018,June,Mumbai,wireline,Tata,571134,
2018,June,Odisha,wireline,Tata,7849,
2018,June,Punjab,wireline,Tata,14430,
2018,June,Rajasthan,wireline,Tata,12323,
2018,June,Tamil Nadu,wireline,Tata,118790,
2018,June,Uttar Pradesh (East),wireline,Tata,12130,
2018,June,Uttar Pradesh (West),wireline,Tata,8296,
2018,June,West Bengal,wireline,Tata,2853,
2018,June,All India,wireline,Tata,1879185,
2018,June,Punjab,wireline,Quadrant,239215,
2018,June,All India,wireline,Quadrant,239215,
2018,June,Andhra Pradesh,wireline,Vodafone,30720,
2018,June,Assam,wireline,Vodafone,2730,
2018,June,Bihar,wireline,Vodafone,2190,
2018,June,Delhi,wireline,Vodafone,39480,
2018,June,Gujarat,wireline,Vodafone,13638,
2018,June,Haryana,wireline,Vodafone,150,
2018,June,Himachal Pradesh,wireline,Vodafone,30,
2018,June,Karnataka,wireline,Vodafone,38625,
2018,June,Kerala,wireline,Vodafone,2730,
2018,June,Kolkata,wireline,Vodafone,7500,
2018,June,Madhya Pradesh,wireline,Vodafone,780,
2018,June,Maharashtra,wireline,Vodafone,17854,
2018,June,Mumbai,wireline,Vodafone,39947,
2018,June,North East,wireline,Vodafone,270,
2018,June,Odisha,wireline,Vodafone,1800,
2018,June,Punjab,wireline,Vodafone,1440,
2018,June,Rajasthan,wireline,Vodafone,7200,
2018,June,Tamil Nadu,wireline,Vodafone,17400,
2018,June,Uttar Pradesh (East),wireline,Vodafone,11430,
2018,June,Uttar Pradesh (West),wireline,Vodafone,4230,
2018,June,West Bengal,wireline,Vodafone,90,
2018,June,All India,wireline,Vodafone,240234,
2018,July,Andhra Pradesh,wireline,BSNL,1009701,
2018,July,Assam,wireline,BSNL,127085,
2018,July,Bihar,wireline,BSNL,235667,
2018,July,Gujarat,wireline,BSNL,1010761,
2018,July,Haryana,wireline,BSNL,228637,
2018,July,Himachal Pradesh,wireline,BSNL,116832,
2018,July,Jammu and Kashmir,wireline,BSNL,110452,
2018,July,Karnataka,wireline,BSNL,1063309,
2018,July,Kerala,wireline,BSNL,1824114,
2018,July,Kolkata,wireline,BSNL,533562,
2018,July,Madhya Pradesh,wireline,BSNL,656591,
2018,July,Maharashtra,wireline,BSNL,1189720,
2018,July,North East,wireline,BSNL,108330,
2018,July,Odisha,wireline,BSNL,253372,
2018,July,Punjab,wireline,BSNL,438450,
2018,July,Rajasthan,wireline,BSNL,482385,
2018,July,Tamil Nadu,wireline,BSNL,1485173,
2018,July,Uttar Pradesh (East),wireline,BSNL,362105,
2018,July,Uttar Pradesh (West),wireline,BSNL,294324,
2018,July,West Bengal,wireline,BSNL,255661,
2018,July,All India,wireline,BSNL,11786231,
2018,July,Delhi,wireline,MTNL,1514317,
2018,July,Mumbai,wireline,MTNL,1792346,
2018,July,All India,wireline,MTNL,3306663,
2018,July,Andhra Pradesh,wireline,Bharti Airtel,168865,
2018,July,Delhi,wireline,Bharti Airtel,1344985,
2018,July,Gujarat,wireline,Bharti Airtel,81248,
2018,July,Haryana,wireline,Bharti Airtel,22325,
2018,July,Karnataka,wireline,Bharti Airtel,654881,
2018,July,Kerala,wireline,Bharti Airtel,59018,
2018,July,Kolkata,wireline,Bharti Airtel,125060,
2018,July,Madhya Pradesh,wireline,Bharti Airtel,241552,
2018,July,Maharashtra,wireline,Bharti Airtel,86158,
2018,July,Mumbai,wireline,Bharti Airtel,361611,
2018,July,Punjab,wireline,Bharti Airtel,124353,
2018,July,Rajasthan,wireline,Bharti Airtel,50924,
2018,July,Tamil Nadu,wireline,Bharti Airtel,556595,
2018,July,Uttar Pradesh (East),wireline,Bharti Airtel,64501,
2018,July,Uttar Pradesh (West),wireline,Bharti Airtel,22409,
2018,July,All India,wireline,Bharti Airtel,3964485,
2018,July,Andhra Pradesh,wireline,Reliance,49369,
2018,July,Bihar,wireline,Reliance,4383,
2018,July,Delhi,wireline,Reliance,147610,
2018,July,Gujarat,wireline,Reliance,25559,
2018,July,Haryana,wireline,Reliance,3116,
2018,July,Himachal Pradesh,wireline,Reliance,3220,
2018,July,Karnataka,wireline,Reliance,148674,
2018,July,Kerala,wireline,Reliance,20752,
2018,July,Kolkata,wireline,Reliance,44061,
2018,July,Madhya Pradesh,wireline,Reliance,11543,
2018,July,Maharashtra,wireline,Reliance,57108,
2018,July,Mumbai,wireline,Reliance,204563,
2018,July,Odisha,wireline,Reliance,2682,
2018,July,Punjab,wireline,Reliance,11868,
2018,July,Rajasthan,wireline,Reliance,25803,
2018,July,Tamil Nadu,wireline,Reliance,79573,
2018,July,Uttar Pradesh (East),wireline,Reliance,10788,
2018,July,Uttar Pradesh (West),wireline,Reliance,4555,
2018,July,West Bengal,wireline,Reliance,1771,
2018,July,All India,wireline,Reliance,856998,
2018,July,Andhra Pradesh,wireline,Tata,174200,
2018,July,Bihar,wireline,Tata,10868,
2018,July,Delhi,wireline,Tata,148106,
2018,July,Gujarat,wireline,Tata,92419,
2018,July,Haryana,wireline,Tata,36544,
2018,July,Himachal Pradesh,wireline,Tata,1954,
2018,July,Karnataka,wireline,Tata,277803,
2018,July,Kerala,wireline,Tata,19668,
2018,July,Kolkata,wireline,Tata,52245,
2018,July,Madhya Pradesh,wireline,Tata,16091,
2018,July,Maharashtra,wireline,Tata,301418,
2018,July,Mumbai,wireline,Tata,571247,
2018,July,Odisha,wireline,Tata,7592,
2018,July,Punjab,wireline,Tata,14076,
2018,July,Rajasthan,wireline,Tata,12036,
2018,July,Tamil Nadu,wireline,Tata,118442,
2018,July,Uttar Pradesh (East),wireline,Tata,11181,
2018,July,Uttar Pradesh (West),wireline,Tata,8332,
2018,July,West Bengal,wireline,Tata,2759,
2018,July,All India,wireline,Tata,1876981,
2018,July,Punjab,wireline,Quadrant,237834,
2018,July,All India,wireline,Quadrant,237834,
2018,July,Andhra Pradesh,wireline,Vodafone,30480,
2018,July,Assam,wireline,Vodafone,2760,
2018,July,Bihar,wireline,Vodafone,2280,
2018,July,Delhi,wireline,Vodafone,40770,
2018,July,Gujarat,wireline,Vodafone,13968,
2018,July,Haryana,wireline,Vodafone,150,
2018,July,Himachal Pradesh,wireline,Vodafone,30,
2018,July,Karnataka,wireline,Vodafone,39305,
2018,July,Kerala,wireline,Vodafone,2880,
2018,July,Kolkata,wireline,Vodafone,7710,
2018,July,Madhya Pradesh,wireline,Vodafone,780,
2018,July,Maharashtra,wireline,Vodafone,16416,
2018,July,Mumbai,wireline,Vodafone,41969,
2018,July,North East,wireline,Vodafone,270,
2018,July,Odisha,wireline,Vodafone,1740,
2018,July,Punjab,wireline,Vodafone,1590,
2018,July,Rajasthan,wireline,Vodafone,6990,
2018,July,Tamil Nadu,wireline,Vodafone,17460,
2018,July,Uttar Pradesh (East),wireline,Vodafone,11580,
2018,July,Uttar Pradesh (West),wireline,Vodafone,3840,
2018,July,West Bengal,wireline,Vodafone,90,
2018,July,All India,wireline,Vodafone,243058,
2018,January,Andhra Pradesh,wireline,BSNL,1058998,
2018,January,Assam,wireline,BSNL,136323,
2018,January,Bihar,wireline,BSNL,253850,
2018,January,Gujarat,wireline,BSNL,1041879,
2018,January,Haryana,wireline,BSNL,240439,
2018,January,Himachal Pradesh,wireline,BSNL,119934,
2018,January,Jammu and Kashmir,wireline,BSNL,115041,
2018,January,Karnataka,wireline,BSNL,1111834,
2018,January,Kerala,wireline,BSNL,1872165,
2018,January,Kolkata,wireline,BSNL,567354,
2018,January,Madhya Pradesh,wireline,BSNL,672888,
2018,January,Maharashtra,wireline,BSNL,1270492,
2018,January,North East,wireline,BSNL,113036,
2018,January,Odisha,wireline,BSNL,261738,
2018,January,Punjab,wireline,BSNL,476204,
2018,January,Rajasthan,wireline,BSNL,508307,
2018,January,Tamil Nadu,wireline,BSNL,1541172,
2018,January,Uttar Pradesh (East),wireline,BSNL,365435,
2018,January,Uttar Pradesh (West),wireline,BSNL,310539,
2018,January,West Bengal,wireline,BSNL,277118,
2018,January,All India,wireline,BSNL,12314746,
2018,January,Delhi,wireline,MTNL,1549194,
2018,January,Mumbai,wireline,MTNL,1816050,
2018,January,All India,wireline,MTNL,3365244,
2018,January,Andhra Pradesh,wireline,Bharti Airtel,166960,
2018,January,Delhi,wireline,Bharti Airtel,1314227,
2018,January,Gujarat,wireline,Bharti Airtel,79090,
2018,January,Haryana,wireline,Bharti Airtel,22505,
2018,January,Karnataka,wireline,Bharti Airtel,642505,
2018,January,Kerala,wireline,Bharti Airtel,58253,
2018,January,Kolkata,wireline,Bharti Airtel,122368,
2018,January,Madhya Pradesh,wireline,Bharti Airtel,261120,
2018,January,Maharashtra,wireline,Bharti Airtel,81437,
2018,January,Mumbai,wireline,Bharti Airtel,357872,
2018,January,Punjab,wireline,Bharti Airtel,120311,
2018,January,Rajasthan,wireline,Bharti Airtel,49936,
2018,January,Tamil Nadu,wireline,Bharti Airtel,555813,
2018,January,Uttar Pradesh (East),wireline,Bharti Airtel,64172,
2018,January,Uttar Pradesh (West),wireline,Bharti Airtel,22497,
2018,January,All India,wireline,Bharti Airtel,3919066,
2018,January,Andhra Pradesh,wireline,Reliance,72859,
2018,January,Bihar,wireline,Reliance,6227,
2018,January,Delhi,wireline,Reliance,160418,
2018,January,Gujarat,wireline,Reliance,69936,
2018,January,Haryana,wireline,Reliance,3618,
2018,January,Himachal Pradesh,wireline,Reliance,3864,
2018,January,Karnataka,wireline,Reliance,148115,
2018,January,Kerala,wireline,Reliance,25385,
2018,January,Kolkata,wireline,Reliance,67209,
2018,January,Madhya Pradesh,wireline,Reliance,19294,
2018,January,Maharashtra,wireline,Reliance,74440,
2018,January,Mumbai,wireline,Reliance,245260,
2018,January,Odisha,wireline,Reliance,3186,
2018,January,Punjab,wireline,Reliance,18781,
2018,January,Rajasthan,wireline,Reliance,18907,
2018,January,Tamil Nadu,wireline,Reliance,116214,
2018,January,Uttar Pradesh (East),wireline,Reliance,33791,
2018,January,Uttar Pradesh (West),wireline,Reliance,6937,
2018,January,West Bengal,wireline,Reliance,1831,
2018,January,All India,wireline,Reliance,1096272,
2018,January,Andhra Pradesh,wireline,Tata,172249,
2018,January,Bihar,wireline,Tata,11404,
2018,January,Delhi,wireline,Tata,142490,
2018,January,Gujarat,wireline,Tata,92601,
2018,January,Haryana,wireline,Tata,38062,
2018,January,Himachal Pradesh,wireline,Tata,2352,
2018,January,Karnataka,wireline,Tata,270488,
2018,January,Kerala,wireline,Tata,18791,
2018,January,Kolkata,wireline,Tata,50668,
2018,January,Madhya Pradesh,wireline,Tata,15431,
2018,January,Maharashtra,wireline,Tata,308179,
2018,January,Mumbai,wireline,Tata,559221,
2018,January,Odisha,wireline,Tata,8270,
2018,January,Punjab,wireline,Tata,15986,
2018,January,Rajasthan,wireline,Tata,12951,
2018,January,Tamil Nadu,wireline,Tata,115921,
2018,January,Uttar Pradesh (East),wireline,Tata,13067,
2018,January,Uttar Pradesh (West),wireline,Tata,9100,
2018,January,West Bengal,wireline,Tata,3134,
2018,January,All India,wireline,Tata,1860365,
2018,January,Punjab,wireline,Quadrant,247608,
2018,January,All India,wireline,Quadrant,247608,
2018,January,Andhra Pradesh,wireline,Vodafone,26650,
2018,January,Assam,wireline,Vodafone,2610,
2018,January,Bihar,wireline,Vodafone,2070,
2018,January,Delhi,wireline,Vodafone,31620,
2018,January,Gujarat,wireline,Vodafone,9857,
2018,January,Himachal Pradesh,wireline,Vodafone,60,
2018,January,Karnataka,wireline,Vodafone,34395,
2018,January,Kerala,wireline,Vodafone,2460,
2018,January,Kolkata,wireline,Vodafone,6600,
2018,January,Madhya Pradesh,wireline,Vodafone,660,
2018,January,Maharashtra,wireline,Vodafone,15967,
2018,January,Mumbai,wireline,Vodafone,30058,
2018,January,North East,wireline,Vodafone,210,
